StockCode,Description,total_revenue,total_quantity_sold,total_transactions,Revenue_per_Transaction,first_sale_date,last_sale_date,product_lifetime_days,Lifetime_Tier,days_since_last_sale,Activity_Status,is_churned,Churn_Status,segment,Revenue_Tier
,heart ivory trellis large,11012.789999999999,6715,533,20.661894934333958,2009-12-01 09:06:00,2010-12-09 14:09:00,373,Medium,0,Active,0,Active,Healthy,High
,red spotty biscuit tin,10963.07,2866,521,21.04236084452975,2009-12-01 13:41:00,2010-12-09 16:31:00,373,Medium,0,Active,0,Active,Healthy,High
,set of 72 retro spot paper  doilies,10949.4,7671,554,19.764259927797834,2009-12-01 12:52:00,2010-11-24 16:16:00,358,Medium,15,Active,0,Active,Healthy,High
,72 sweetheart fairy cake cases,10907.43,21790,871,12.522881745120552,2009-12-01 13:19:00,2010-12-09 13:03:00,372,Medium,0,Active,0,Active,Healthy,High
,15cm christmas glass ball 20 lights,10868.59,1390,279,38.95551971326165,2009-12-01 07:45:00,2010-12-09 16:27:00,373,Medium,0,Active,0,Active,Healthy,High
,feltcraft cushion butterfly,10761.630000000001,2958,478,22.51387029288703,2010-03-10 09:30:00,2010-12-09 17:27:00,274,Medium,0,Active,0,Active,Healthy,High
,pink heart shape egg frying pan,10665.64,7285,481,22.17388773388773,2009-12-01 12:30:00,2010-12-09 14:15:00,373,Medium,0,Active,0,Active,Healthy,High
,doormat fairy cake,10645.77,1513,248,42.926491935483874,2010-06-28 13:53:00,2010-12-09 09:34:00,163,Medium,0,Active,0,Active,Healthy,High
,door mat spotty home sweet home,10563.06,1773,287,36.805087108013936,2010-02-02 12:47:00,2010-07-13 13:11:00,161,Medium,149,Inactive,1,Churned,Churned,High
,hot water bottle i am so poorly,10563.02,2083,401,26.341695760598505,2010-09-12 14:58:00,2010-12-09 20:01:00,88,Short,0,Active,0,Active,Healthy,High
,door mat 3 smiley cats,10532.27,1830,285,36.955333333333336,2009-12-01 11:45:00,2010-07-05 12:09:00,216,Medium,157,Inactive,1,Churned,Churned,High
,wooden rounders garden set,10498.48,1217,394,26.645888324873095,2010-04-08 19:40:00,2010-12-09 14:50:00,244,Medium,0,Active,0,Active,Healthy,High
,cake stand 3 tier magic garden,10485.07,832,335,31.29871641791045,2009-12-10 10:17:00,2010-12-09 16:08:00,364,Medium,0,Active,0,Active,Healthy,High
,3 hook photo shelf antique white,10469.85,1387,293,35.733276450511944,2009-12-01 14:19:00,2010-12-09 16:31:00,373,Medium,0,Active,0,Active,Healthy,High
,chick grey hot water bottle,10454.18,2893,503,20.783658051689862,2009-12-01 10:59:00,2010-12-09 19:32:00,373,Medium,0,Active,0,Active,Healthy,High
,pottering in the shed metal sign,10432.949999999999,5625,620,16.827338709677417,2009-12-01 11:45:00,2010-12-09 16:27:00,373,Medium,0,Active,0,Active,Healthy,High
,baking set spaceboy design,10393.09,2175,493,21.08131845841785,2010-03-14 16:18:00,2010-12-09 12:12:00,269,Medium,0,Active,0,Active,Healthy,High
,lunch box i love london,10358.97,5333,415,24.961373493975902,2010-07-01 16:48:00,2010-12-09 17:34:00,161,Medium,0,Active,0,Active,Healthy,High
,paper chain kit empire,10354.460000000001,3689,389,26.61814910025707,2009-12-02 13:23:00,2010-12-09 18:58:00,372,Medium,0,Active,0,Active,Healthy,High
,feltcraft cushion rabbit,10337.32,2709,462,22.375151515151515,2010-03-10 09:30:00,2010-12-09 17:27:00,274,Medium,0,Active,0,Active,Healthy,High
,door mat hearts,10298.44,1709,318,32.38503144654088,2010-02-03 08:50:00,2010-07-13 13:11:00,160,Medium,149,Inactive,1,Churned,Churned,High
,wooden skittles garden set,10275.38,758,234,43.91188034188034,2010-04-08 19:40:00,2010-12-07 14:41:00,242,Medium,2,Active,0,Active,Healthy,High
,grey heart hot water bottle,10268.19,2800,482,21.303298755186724,2009-12-01 11:45:00,2010-12-09 18:58:00,373,Medium,0,Active,0,Active,Healthy,High
,red spotty charlotte bag,10231.44,11536,781,13.100435339308579,2009-12-01 10:06:00,2010-11-10 12:21:00,344,Medium,29,Active,0,Active,Healthy,High
,assorted colour mini cases,10152.59,1381,406,25.006379310344826,2009-12-01 09:28:00,2010-12-09 14:56:00,373,Medium,0,Active,0,Active,Healthy,High
,gumball coat rack,10121.130000000001,4286,443,22.84679458239278,2010-03-04 14:45:00,2010-12-09 14:09:00,279,Medium,0,Active,0,Active,Healthy,High
,picnic basket wicker small,10057.7,1991,490,20.52591836734694,2010-05-23 10:54:00,2010-12-09 16:10:00,200,Medium,0,Active,0,Active,Healthy,High
,plasters in tin vintage paisley,10035.72,5886,595,16.866756302521008,2010-03-25 13:16:00,2010-12-09 20:01:00,259,Medium,0,Active,0,Active,Healthy,High
85232B,set/3 russian doll stacking tins,10030.08,1984,385,26.052155844155845,2009-12-01 09:28:00,2010-09-07 13:04:00,280,Medium,93,Inactive,1,Churned,Churned,High
,large popcorn holder,10013.71,5760,504,19.86847222222222,2010-02-25 11:32:00,2010-12-09 19:32:00,287,Medium,0,Active,0,Active,Healthy,High
,wooden school colouring set,9998.97,5889,487,20.5317659137577,2010-03-25 11:28:00,2010-12-09 14:09:00,259,Medium,0,Active,0,Active,Healthy,High
,plasters in tin woodland animals,9948.289999999999,6019,603,16.49799336650083,2010-03-25 12:43:00,2010-12-09 14:49:00,259,Medium,0,Active,0,Active,Healthy,High
,painted metal pears assorted,9868.01,5919,383,25.76503916449086,2009-12-01 11:45:00,2010-12-09 14:44:00,373,Medium,0,Active,0,Active,Healthy,High
,multi colour silver t-light holder,9852.12,12092,332,29.67506024096386,2009-12-04 09:27:00,2010-12-09 16:26:00,370,Medium,0,Active,0,Active,Healthy,High
,door mat english rose,9816.33,1482,326,30.11144171779141,2009-12-01 12:14:00,2010-07-05 13:46:00,216,Medium,157,Inactive,1,Churned,Churned,High
,red kitchen scales,9769.03,1102,442,22.1018778280543,2010-05-04 12:18:00,2010-12-09 16:31:00,219,Medium,0,Active,0,Active,Healthy,High
,feltcraft butterfly hearts,9737.71,6903,690,14.112623188405795,2009-12-01 12:13:00,2010-12-09 16:53:00,373,Medium,0,Active,0,Active,Healthy,High
,doormat new england,9716.85,1565,238,40.827100840336136,2010-06-28 13:53:00,2010-12-09 09:14:00,163,Medium,0,Active,0,Active,Healthy,High
,red white scarf  hot water bottle,9700.060000000001,2374,356,27.2473595505618,2009-12-01 12:14:00,2010-12-07 15:33:00,371,Medium,2,Active,0,Active,Healthy,High
,childs breakfast set dolly girl,9681.66,1008,309,31.332233009708737,2010-05-20 09:27:00,2010-12-09 13:59:00,203,Medium,0,Active,0,Active,Healthy,High
,family album white picture frame,9585.04,1126,342,28.026432748538014,2009-12-01 12:30:00,2010-12-09 14:25:00,373,Medium,0,Active,0,Active,Healthy,High
85099B,red retrospot jumbo bag,9563.89,5417,210,45.54233333333333,2010-03-31 17:28:00,2010-07-01 09:59:00,91,Short,161,Inactive,1,Churned,Churned,High
,toy tidy pink retrospot,9529.53,4553,511,18.6487866927593,2010-01-24 13:46:00,2010-11-07 14:52:00,287,Medium,32,At Risk,0,Active,At Risk,High
,hand warmer union jack,9497.41,4647,468,20.29361111111111,2010-10-07 09:12:00,2010-12-09 14:09:00,63,Short,0,Active,0,Active,Healthy,High
,heart filigree dove large,9494.23,5758,472,20.11489406779661,2009-12-01 09:06:00,2010-12-08 15:12:00,372,Medium,1,Active,0,Active,Healthy,High
,roses regency teacup and saucer,9437.52,3240,381,24.7703937007874,2010-08-11 15:46:00,2010-12-09 16:31:00,120,Medium,0,Active,0,Active,Healthy,High
,vintage union jack doorstop,9380.99,1567,314,29.875764331210192,2009-12-01 12:47:00,2010-12-09 11:28:00,372,Medium,0,Active,0,Active,Healthy,High
,bag 250g swirly marbles,9304.07,12155,333,27.94015015015015,2009-12-01 14:28:00,2010-12-09 14:09:00,372,Medium,0,Active,0,Active,Healthy,High
,retrospot heart hot water bottle,9250.710000000001,1923,362,25.554447513812157,2010-09-26 10:07:00,2010-12-09 19:23:00,74,Short,0,Active,0,Active,Healthy,High
,pack of 60 dinosaur cake cases,9227.74,19169,714,12.924005602240896,2009-12-01 13:43:00,2010-12-09 20:01:00,373,Medium,0,Active,0,Active,Healthy,High
,piccadilly tea set,9224.92,683,108,85.41592592592593,2009-12-01 10:52:00,2010-05-16 12:07:00,166,Medium,207,Inactive,1,Churned,Churned,High
,home sweet home mug,9151.19,8743,421,21.736793349168646,2009-12-01 14:40:00,2010-12-09 20:01:00,373,Medium,0,Active,0,Active,Healthy,High
,feltcraft doll rosie,9148.95,3244,501,18.261377245508985,2009-12-01 09:08:00,2010-12-09 20:01:00,373,Medium,0,Active,0,Active,Healthy,High
,wooden union jack bunting,9106.49,1516,374,24.348903743315507,2010-02-02 12:03:00,2010-12-07 11:59:00,307,Medium,2,Active,0,Active,Healthy,High
,christmas toilet roll,9095.45,5288,385,23.624545454545455,2009-12-01 12:55:00,2010-12-09 14:09:00,373,Medium,0,Active,0,Active,Healthy,High
,recipe box with metal heart,9075.51,1126,367,24.72891008174387,2009-12-01 12:14:00,2010-12-06 10:08:00,369,Medium,3,Active,0,Active,Healthy,High
,childs breakfast set spaceboy,9062.199999999999,954,292,31.03493150684931,2010-05-20 09:27:00,2010-12-06 12:55:00,200,Medium,3,Active,0,Active,Healthy,High
,plasters in tin strongman,9041.19,5644,465,19.44341935483871,2010-03-25 12:12:00,2010-12-09 20:01:00,259,Medium,0,Active,0,Active,Healthy,High
,two door curio cabinet,8925.699999999999,675,185,48.24702702702702,2009-12-01 14:14:00,2010-12-09 14:08:00,372,Medium,0,Active,0,Active,Healthy,High
,brocade ring purse,8922.8,48384,231,38.62683982683983,2009-12-01 16:17:00,2010-12-09 14:09:00,372,Medium,0,Active,0,Active,Healthy,High
,enamel bread bin cream,8909.38,686,300,29.69793333333333,2010-05-16 11:35:00,2010-12-09 16:31:00,207,Medium,0,Active,0,Active,Healthy,High
,retrospot tea set ceramic 11 pc,8901.460000000001,1690,366,24.320928961748635,2010-09-23 13:38:00,2010-12-09 10:45:00,76,Short,0,Active,0,Active,Healthy,High
,3 stripey mice feltcraft,8892.61,4927,499,17.820861723446896,2009-12-01 12:13:00,2010-12-09 16:53:00,373,Medium,0,Active,0,Active,Healthy,High
,metal sign take it or leave it,8841.85,3263,485,18.23061855670103,2010-01-29 13:52:00,2010-12-09 16:52:00,314,Medium,0,Active,0,Active,Healthy,High
,antique silver tea glass engraved,8825.77,7413,349,25.288739255014328,2009-12-02 09:57:00,2010-12-09 19:23:00,372,Medium,0,Active,0,Active,Healthy,High
,christmas lights 10 reindeer,8823.9,1037,208,42.42259615384615,2010-10-21 10:47:00,2010-12-09 14:09:00,49,Short,0,Active,0,Active,Healthy,High
,picture frame wood triple portrait,8823.06,1338,318,27.745471698113207,2009-12-02 13:33:00,2010-12-09 14:25:00,372,Medium,0,Active,0,Active,Healthy,High
,set/6 red spotty paper plates,8789.859999999999,11402,473,18.58321353065539,2009-12-01 11:45:00,2010-12-09 14:09:00,373,Medium,0,Active,0,Active,Healthy,High
,wooden box of dominoes,8765.28,6822,573,15.29717277486911,2009-12-01 11:45:00,2010-12-09 16:35:00,373,Medium,0,Active,0,Active,Healthy,High
,red spotty shopper bag,8763.09,7058,517,16.949883945841393,2009-12-01 11:50:00,2010-10-11 09:44:00,313,Medium,59,At Risk,0,Active,At Risk,High
,childs breakfast set circus parade,8752.17,1062,304,28.790032894736843,2010-05-20 11:19:00,2010-12-09 13:59:00,203,Medium,0,Active,0,Active,Healthy,High
,sweetheart key cabinet,8747.05,1523,393,22.257124681933842,2009-12-01 13:19:00,2010-10-26 13:39:00,329,Medium,44,At Risk,0,Active,At Risk,High
,filigris heart with butterfly,8742.34,7064,378,23.1278835978836,2009-12-02 13:57:00,2010-12-06 14:36:00,369,Medium,3,Active,0,Active,Healthy,High
,traditional modelling clay,8698.23,7048,375,23.19528,2010-03-25 12:41:00,2010-12-09 15:20:00,259,Medium,0,Active,0,Active,Healthy,High
,pharmacie first aid tin,8672.74,1232,264,32.85128787878788,2009-12-06 16:07:00,2010-12-09 14:09:00,367,Medium,0,Active,0,Active,Healthy,High
,white wood garden plant ladder,8640.119999999999,861,478,18.075564853556482,2010-03-05 16:02:00,2010-12-09 14:09:00,278,Medium,0,Active,0,Active,Healthy,High
,travel sewing kit,8625.16,5056,391,22.05923273657289,2010-07-18 12:20:00,2010-12-09 19:32:00,144,Medium,0,Active,0,Active,Healthy,High
,feltcraft cushion owl,8608.86,2310,446,19.30237668161435,2010-03-10 09:30:00,2010-12-09 15:29:00,274,Medium,0,Active,0,Active,Healthy,High
,party cone christmas decoration,8579.49,7641,336,25.534196428571427,2009-12-01 09:08:00,2010-12-09 14:09:00,373,Medium,0,Active,0,Active,Healthy,High
,doormat red retrospot,8544.27,1135,241,35.453402489626555,2010-09-23 13:38:00,2010-12-09 14:19:00,77,Short,0,Active,0,Active,Healthy,High
,white dove honeycomb paper garland,8525.449999999999,5270,368,23.16698369565217,2009-12-01 12:13:00,2010-11-26 11:00:00,359,Medium,13,Active,0,Active,Healthy,High
79323LP,light pink cherry lights,8481.19,1433,170,49.889352941176476,2009-12-01 11:45:00,2010-10-25 16:08:00,328,Medium,45,At Risk,0,Active,At Risk,High
,hand warmer red retrospot,8475.44,4106,427,19.8488056206089,2010-10-07 09:44:00,2010-12-09 16:31:00,63,Short,0,Active,0,Active,Healthy,High
,doormat spotty home sweet home,8451.76,1140,285,29.655298245614034,2010-06-28 13:53:00,2010-12-09 14:09:00,164,Medium,0,Active,0,Active,Healthy,High
47567B,tea time kitchen apron,8439.210000000001,1588,229,36.85244541484717,2009-12-10 16:21:00,2010-12-08 15:03:00,362,Medium,1,Active,0,Active,Healthy,High
,door mat welcome puppies,8429.7,1459,271,31.105904059040594,2009-12-01 12:14:00,2010-07-05 12:09:00,215,Medium,157,Inactive,1,Churned,Churned,High
,wooden advent calendar cream,8421.1,537,147,57.28639455782313,2010-09-16 12:27:00,2010-12-07 15:34:00,82,Short,2,Active,0,Active,Healthy,High
,retro spot large milk jug,8420.28,1701,519,16.224046242774566,2009-12-01 11:50:00,2010-11-16 18:11:00,350,Medium,23,Active,0,Active,Healthy,High
,beware of the cat metal sign,8415.65,5291,539,15.613450834879405,2009-12-01 14:28:00,2010-12-09 17:27:00,373,Medium,0,Active,0,Active,Healthy,High
,jumbo bag pink polkadot,8405.710000000001,4159,259,32.454478764478765,2010-09-23 11:58:00,2010-12-09 16:35:00,77,Short,0,Active,0,Active,Healthy,High
,red gingham rose jewellery box,8352.38,4828,741,11.271767881241564,2009-12-01 11:51:00,2010-12-09 16:26:00,373,Medium,0,Active,0,Active,Healthy,High
15056P,edwardian parasol pink,8340.79,1767,218,38.260504587155964,2009-12-01 16:17:00,2010-12-09 16:27:00,373,Medium,0,Active,0,Active,Healthy,High
,wooden happy birthday garland,8335.970000000001,2882,368,22.65209239130435,2009-12-03 11:51:00,2010-12-08 15:59:00,370,Medium,1,Active,0,Active,Healthy,High
,feltcraft doll molly,8299.93,2889,494,16.801477732793522,2009-12-01 10:46:00,2010-12-09 16:53:00,373,Medium,0,Active,0,Active,Healthy,High
,pack of 12 suki tissues,8280.28,25198,383,21.61953002610966,2009-12-07 18:02:00,2010-12-09 14:09:00,366,Medium,0,Active,0,Active,Healthy,High
,white wire egg holder,8262.52,1490,305,27.09022950819672,2009-12-03 18:13:00,2010-12-07 13:01:00,368,Medium,2,Active,0,Active,Healthy,High
,doormat 3 smiley cats,8243.24,1301,225,36.63662222222222,2010-06-28 13:53:00,2010-12-09 16:31:00,164,Medium,0,Active,0,Active,Healthy,High
,deluxe sewing kit,8242.92,1271,294,28.037142857142857,2010-07-19 11:59:00,2010-12-09 19:32:00,143,Medium,0,Active,0,Active,Healthy,High
,door mat fancy font home sweet home,8238.8,1194,248,33.22096774193548,2010-02-02 18:01:00,2010-07-02 08:26:00,149,Medium,160,Inactive,1,Churned,Churned,High
,doormat welcome puppies,8238.49,1367,147,56.04414965986395,2010-06-28 13:53:00,2010-12-09 12:17:00,163,Medium,0,Active,0,Active,Healthy,High
,babushka lights string of 10,8213.460000000001,1260,278,29.544820143884895,2010-03-08 12:44:00,2010-12-09 17:27:00,276,Medium,0,Active,0,Active,Healthy,High
,green regency teacup and saucer,8203.67,2628,366,22.414398907103827,2010-08-11 15:46:00,2010-12-09 16:31:00,120,Medium,0,Active,0,Active,Healthy,High
,recipe box pantry yellow design,8201.25,2660,594,13.806818181818182,2010-07-09 17:17:00,2010-12-09 20:01:00,153,Medium,0,Active,0,Active,Healthy,High
,pink doughnut trinket pot,8190.8099999999995,4950,465,17.614645161290323,2009-12-01 07:45:00,2010-12-09 14:09:00,373,Medium,0,Active,0,Active,Healthy,High
,cream sweetheart wall cabinet,8183.039999999999,495,174,47.028965517241375,2009-12-01 13:16:00,2010-12-08 13:28:00,372,Medium,1,Active,0,Active,Healthy,High
,potting shed tea mug,8123.97,6758,599,13.56255425709516,2009-12-01 11:45:00,2010-12-09 16:31:00,373,Medium,0,Active,0,Active,Healthy,High
,feltcraft christmas fairy,8119.04,1738,303,26.795511551155116,2010-09-06 12:04:00,2010-12-09 16:53:00,94,Short,0,Active,0,Active,Healthy,High
,classic metal birdcage plant holder,8098.09,797,138,58.6818115942029,2009-12-02 09:57:00,2010-12-08 16:11:00,371,Medium,1,Active,0,Active,Healthy,High
,strawberry charlotte bag,8092.07,8648,678,11.935206489675515,2009-12-01 16:18:00,2010-12-09 14:09:00,372,Medium,0,Active,0,Active,Healthy,High
47570B,tea time table cloth,8086.25,799,203,39.833743842364534,2009-12-01 15:26:00,2010-12-07 15:34:00,371,Medium,2,Active,0,Active,Healthy,High
,first aid tin,8053.45,2416,381,21.13766404199475,2009-12-01 13:31:00,2010-12-09 20:01:00,373,Medium,0,Active,0,Active,Healthy,High
,doormat airmail,8021.5599999999995,1308,220,36.46163636363636,2010-01-04 16:11:00,2010-12-09 14:25:00,338,Medium,0,Active,0,Active,Healthy,High
,"record frame 7"" single size",8016.9,3487,211,37.99478672985782,2009-12-01 07:45:00,2010-12-09 14:09:00,373,Medium,0,Active,0,Active,Healthy,High
,metal 4 hook hanger french chateau,8001.150000000001,2693,530,15.096509433962265,2009-12-01 14:28:00,2010-12-09 17:27:00,373,Medium,0,Active,0,Active,Healthy,High
,set/10 red spotty party candles,7990.77,6561,388,20.594768041237113,2009-12-01 14:35:00,2010-11-15 13:43:00,348,Medium,24,Active,0,Active,Healthy,High
,red retrospot picnic bag,7988.31,2713,414,19.295434782608698,2010-03-31 17:31:00,2010-12-09 16:26:00,252,Medium,0,Active,0,Active,Healthy,High
,glitter butterfly clips,7987.98,3340,378,21.13222222222222,2009-12-01 11:41:00,2010-12-09 14:55:00,373,Medium,0,Active,0,Active,Healthy,High
,set/2 red spotty tea towels,7960.57,2659,426,18.686784037558684,2009-12-01 09:50:00,2010-11-11 14:57:00,345,Medium,28,Active,0,Active,Healthy,High
,vintage post office cabinet,7954.87,123,48,165.72645833333334,2009-12-03 10:51:00,2010-12-07 16:43:00,369,Medium,2,Active,0,Active,At Risk,High
,retro spot traditional teapot,7937.910000000001,1008,261,30.413448275862073,2009-12-01 11:50:00,2010-06-14 14:06:00,195,Medium,178,Inactive,1,Churned,Churned,High
,vintage snakes & ladders,7887.04,2006,452,17.44920353982301,2009-12-01 09:08:00,2010-12-09 14:09:00,373,Medium,0,Active,0,Active,Healthy,High
,frying pan union flag,7882.32,1852,287,27.464529616724736,2009-12-01 12:14:00,2010-12-09 16:31:00,373,Medium,0,Active,0,Active,Healthy,High
,weekend bag vintage rose paisley,7875.33,946,313,25.160798722044728,2009-12-01 11:17:00,2010-12-02 16:51:00,366,Medium,7,Active,0,Active,Healthy,High
,blue harmonica in box,7854.54,5432,390,20.139846153846154,2009-12-01 14:50:00,2010-12-09 18:58:00,373,Medium,0,Active,0,Active,Healthy,High
,ribbon reel stripes design,7842.89,4747,578,13.56901384083045,2009-12-01 11:41:00,2010-12-09 19:23:00,373,Medium,0,Active,0,Active,Healthy,High
,fairy cake flannel assorted colour,7802.7699999999995,2846,370,21.088567567567566,2009-12-01 14:28:00,2010-12-09 14:09:00,372,Medium,0,Active,0,Active,Healthy,High
,60 cake cases vintage christmas,7793.7699999999995,12645,472,16.512224576271187,2010-09-20 14:52:00,2010-12-09 19:23:00,80,Short,0,Active,0,Active,Healthy,High
,doormat red spot,7765.42,1087,206,37.69621359223301,2010-06-28 13:52:00,2010-11-10 14:34:00,135,Medium,29,Active,0,Active,Healthy,High
